Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\Views\TodosView.g.i.cs,54,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/CleanArchitecture.Presentation.Wpf;V1.0.0.0;component/views/todosview.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,8,4,T:System.Windows.RoutedEventArgs,,,,,"private void TextBox_Loaded(object sender, RoutedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,15,12,M:System.Windows.Controls.Primitives.TextBoxBase.SelectAll,,,,,tb.SelectAll();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,14,12,M:System.Windows.UIElement.Focus,,,,,tb.Focus();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,12,8,T:System.Windows.Visibility,,,,,if (tb.Visibility == Visibility.Visible)          {              tb.Focus();              tb.SelectAll();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,12,8,T:System.Windows.Visibility,,,,,if (tb.Visibility == Visibility.Visible)          {              tb.Focus();              tb.SelectAll();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,12,8,F:System.Windows.Visibility.Visible,,,,,if (tb.Visibility == Visibility.Visible)          {              tb.Focus();              tb.SelectAll();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,12,8,T:System.Windows.Visibility,,,,,if (tb.Visibility == Visibility.Visible)          {              tb.Focus();              tb.SelectAll();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,12,8,P:System.Windows.UIElement.Visibility,,,,,if (tb.Visibility == Visibility.Visible)          {              tb.Focus();              tb.SelectAll();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,7,4,M:System.Windows.Controls.UserControl.#ctor,,,,,public TodosView() => InitializeComponent();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,7,4,M:System.Windows.Controls.UserControl.#ctor,,,,,public TodosView() => InitializeComponent();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\Views\TodosView.g.i.cs,40,139,T:System.Windows.Markup.IStyleConnector,,,,,IStyleConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\Views\TodosView.g.i.cs,40,96,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Views\TodosView.xaml.cs,5,33,T:System.Windows.Controls.UserControl,,,,,UserControl
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\ViewModels\TodosViewModel.cs,215,8,T:System.Windows.MessageBox,,,,,"System.Windows.MessageBox.Show(text, caption);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\ViewModels\TodosViewModel.cs,215,8,T:System.Windows.MessageBoxResult,,,,,"System.Windows.MessageBox.Show(text, caption);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\ViewModels\TodosViewModel.cs,215,8,"M:System.Windows.MessageBox.Show(System.String,System.String)",,,,,"System.Windows.MessageBox.Show(text, caption);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Commands\AsyncRelayCommand.cs,72,18,E:System.Windows.Input.CommandManager.RequerySuggested,,,,,"CommandManager.RequerySuggested += (_, __) => RaiseCanExecuteChanged();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Commands\AsyncRelayCommand.cs,72,18,E:System.Windows.Input.CommandManager.RequerySuggested,,,,,"CommandManager.RequerySuggested += (_, __) => RaiseCanExecuteChanged();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Commands\AsyncRelayCommand.cs,20,18,E:System.Windows.Input.CommandManager.RequerySuggested,,,,,"CommandManager.RequerySuggested += (_, __) => RaiseCanExecuteChanged();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\Commands\AsyncRelayCommand.cs,20,18,E:System.Windows.Input.CommandManager.RequerySuggested,,,,,"CommandManager.RequerySuggested += (_, __) => RaiseCanExecuteChanged();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\App.g.i.cs,73,12,M:System.Windows.Application.Run,,,,,app.Run();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\App.g.i.cs,58,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\App.g.i.cs,58,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\App.g.i.cs,55,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/CleanArchitecture.Presentation.Wpf;V1.0.0.0;component/app.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\App.g.i.cs,55,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/CleanArchitecture.Presentation.Wpf;V1.0.0.0;component/app.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\App.xaml.cs,36,4,T:System.Windows.ExitEventArgs,,,,,protected override async void OnExit(ExitEventArgs e)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\App.xaml.cs,44,8,M:System.Windows.Application.OnExit(System.Windows.ExitEventArgs),,,,,base.OnExit(e);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\App.xaml.cs,13,4,T:System.Windows.StartupEventArgs,,,,,protected override async void OnStartup(StartupEventArgs e)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\App.xaml.cs,33,8,M:System.Windows.Window.Show,,,,,mainWindow.Show();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\App.xaml.cs,15,8,M:System.Windows.Application.OnStartup(System.Windows.StartupEventArgs),,,,,base.OnStartup(e);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\App.xaml.cs,9,42,M:System.Windows.Application.#ctor,,,,,Application
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\App.xaml.cs,9,42,T:System.Windows.Application,,,,,Application
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\MainWindow.g.i.cs,58,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\MainWindow.g.i.cs,58,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\MainWindow.g.i.cs,55,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/CleanArchitecture.Presentation.Wpf;V1.0.0.0;component/mainwindow.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\MainWindow.g.i.cs,55,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/CleanArchitecture.Presentation.Wpf;V1.0.0.0;component/mainwindow.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\MainWindow.xaml.cs,14,8,P:System.Windows.FrameworkElement.DataContext,,,,,DataContext = todosViewModel;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\MainWindow.xaml.cs,11,4,M:System.Windows.Window.#ctor,,,,,public MainWindow(TodosViewModel todosViewModel)     {         InitializeComponent();         DataContext = todosViewModel;     }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\MainWindow.xaml.cs,14,8,P:System.Windows.FrameworkElement.DataContext,,,,,DataContext = todosViewModel;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\MainWindow.xaml.cs,11,4,M:System.Windows.Window.#ctor,,,,,public MainWindow(TodosViewModel todosViewModel)     {         InitializeComponent();         DataContext = todosViewModel;     }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\obj\Debug\net8.0-windows\MainWindow.g.i.cs,41,83,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf\CleanArchitecture.Presentation.Wpf.csproj,File,CleanArchitecture.Presentation.Wpf\MainWindow.xaml.cs,9,34,T:System.Windows.Window,,,,,Window
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,CleanArchitecture.Presentation.Wpf.UnitTests\CleanArchitecture.Presentation.Wpf.UnitTests.csproj,File,CleanArchitecture.Presentation.Wpf.UnitTests\CleanArchitecture.Presentation.Wpf.UnitTests.csproj,,,,,,,,Current target framework: net8.0-windows Recommended target framework: net10.0--windows
